source,Claims,Frequency
https://www.dailywire.com/news/climate-expert-shreds-claims-made-by-ocasio-cortez-thunberg-in-congressional-testimony,Clean energy technology/biofuels won’t work,1
https://www.dailywire.com/news/climate-expert-shreds-claims-made-by-ocasio-cortez-thunberg-in-congressional-testimony,Climate movement is unreliable/alarmist/corrupt,1
https://www.dailywire.com/news/climate-protesters-descend-on-white-house-sing-songs-and-vandalize-andrew-jackson-statue,no claim,18
https://www.dailywire.com/news/climate-protestors-arrested-for-blocking-rush-hour-traffic-in-nyc,no claim,11
https://www.dailywire.com/news/cnn-director-we-worked-to-oust-trump-we-create-propaganda-use-fear-to-pass-climate-agenda,no claim,16
https://www.dailywire.com/news/cnn-director-we-worked-to-oust-trump-we-create-propaganda-use-fear-to-pass-climate-agenda,Climate movement is unreliable/alarmist/corrupt,1
https://www.dailywire.com/news/cnn-reporter-claims-coronavirus-has-helped-humanity-buy-time-to-address-global-warming,no claim,12
https://www.dailywire.com/news/crenshaw-blisters-bernie-after-climate-rant-its-actually-not-about-climate-change-its-about-control,no claim,12
https://www.dailywire.com/news/cruz-letter-iran-deal-paris-climate-accords,no claim,7
https://www.dailywire.com/news/davos-conference-focused-on-climate-change-begs-attendees-to-use-green-fuel-for-their-private-jets,no claim,11
https://www.dailywire.com/news/davos-conference-focused-on-climate-change-begs-attendees-to-use-green-fuel-for-their-private-jets,Climate movement is unreliable/alarmist/corrupt,1
https://www.dailywire.com/news/democrats-3-5-trillion-reconciliation-package-will-include-aocs-civilian-climate-corps,no claim,12
https://www.dailywire.com/news/despite-climate-change-fearmongering-study-shows-the-great-barrier-reef-is-growing-quickly,Species/plants/reefs aren’t showing climate impacts/are benefting from climate change,9
https://www.dailywire.com/news/despite-climate-change-fearmongering-study-shows-the-great-barrier-reef-is-growing-quickly,no claim,3
https://www.dailywire.com/news/despite-climate-change-fearmongering-study-shows-the-great-barrier-reef-is-growing-quickly,Climate movement is unreliable/alarmist/corrupt,1
https://www.dailywire.com/news/disney-moves-thousands-of-jobs-from-california-to-floridas-business-friendly-climate,no claim,16
https://www.dailywire.com/news/eco-anxiety-is-the-medias-coverage-of-climate-change-giving-viewers-psychological-issues,no claim,20
https://www.dailywire.com/news/eco-anxiety-is-the-medias-coverage-of-climate-change-giving-viewers-psychological-issues,Climate movement is unreliable/alarmist/corrupt,2
https://www.dailywire.com/news/eco-anxiety-is-the-medias-coverage-of-climate-change-giving-viewers-psychological-issues,"Climate-related science is unreliable/uncertain/unsound (data, methods & models) 0",1
https://www.dailywire.com/news/elizabeth-warren-blames-bitcoin-for-climate-change,no claim,14
https://www.dailywire.com/news/elizabeth-warren-to-deal-with-chinese-coronavirus-we-must-fight-climate-change,no claim,10
https://www.dailywire.com/news/environmentalists-now-pressing-for-economy-wide-lockdowns-to-address-climate-change,no claim,8
https://www.dailywire.com/news/environmentalists-now-pressing-for-economy-wide-lockdowns-to-address-climate-change,Climate policies (mitigation or adaptation) are harmful,3
https://www.dailywire.com/news/even-film-critics-are-hating-on-leonardo-dicaprios-new-climate-change-movie-smug-shrill-obvious-satire,no claim,11
https://www.dailywire.com/news/exxon-booted-from-climate-advocacy-group-it-helped-launch,no claim,10
https://www.dailywire.com/news/food-expert-americans-must-drastically-reduce-eating-meat-and-dairy-to-save-climate,no claim,14
https://www.dailywire.com/news/france-isnt-meeting-its-own-paris-climate-accord-commitments,no claim,10
https://www.dailywire.com/news/graham-climate-democracy-dies-in-darkness,no claim,11
https://www.dailywire.com/news/graham-climate-democracy-dies-in-darkness,Climate movement is unreliable/alarmist/corrupt,7
https://www.dailywire.com/news/graham-green-fraud-and-the-climate-lockdown,no claim,15
https://www.dailywire.com/news/graham-green-fraud-and-the-climate-lockdown,Climate movement is unreliable/alarmist/corrupt,2
https://www.dailywire.com/news/greta-thunberg-to-skip-un-climate-conference-over-vaccine-inequality-vaccine-nationalism-wont-solve-the-pandemic,no claim,18
https://www.dailywire.com/news/gretas-dad-climate-change-a-question-her-activism-a-bad-idea,no claim,10
https://www.dailywire.com/news/harris-to-paris-veep-flying-to-europe-will-discuss-covid-19-climate-change-relations-with-macron,no claim,10
https://www.dailywire.com/news/how-the-left-is-spreading-global-warming-alarmism-on-the-right,no claim,13
https://www.dailywire.com/news/how-the-left-is-spreading-global-warming-alarmism-on-the-right,Climate policies (mitigation or adaptation) are harmful,1
https://www.dailywire.com/news/how-the-left-is-spreading-global-warming-alarmism-on-the-right,Climate movement is unreliable/alarmist/corrupt,1
https://www.dailywire.com/news/hypocrisy-hundreds-of-private-planes-flock-to-climate-conference-in-scotland,no claim,9
https://www.dailywire.com/news/irony-alert-bidens-climate-czar-john-kerry-owns-12-million-beachfront-home,no claim,15
https://www.dailywire.com/news/janet-yellen-as-congress-for-billions-to-help-other-countries-debt-relief-climate-change-initiatives,no claim,20
https://www.dailywire.com/news/joaquin-phoenix-hailed-as-climate-change-hero-for-re-wearing-designer-tuxedo,no claim,12
https://www.dailywire.com/news/joaquin-phoenix-hailed-as-climate-change-hero-for-re-wearing-designer-tuxedo,Climate movement is unreliable/alarmist/corrupt,1
https://www.dailywire.com/news/joe-biden-releases-2-trillion-climate-agenda-inspired-by-green-new-deal,no claim,10
https://www.dailywire.com/news/john-kerry-implies-net-zero-emissions-goal-not-good-enough-says-we-need-to-get-carbon-dioxide-out-of-the-atmosphere,no claim,11
https://www.dailywire.com/news/john-kerry-implies-net-zero-emissions-goal-not-good-enough-says-we-need-to-get-carbon-dioxide-out-of-the-atmosphere,Clean energy technology/biofuels won’t work,4
https://www.dailywire.com/news/john-kerry-implies-net-zero-emissions-goal-not-good-enough-says-we-need-to-get-carbon-dioxide-out-of-the-atmosphere,CO2 is benefcial/not a pollutant,2
https://www.dailywire.com/news/john-kerry-implies-net-zero-emissions-goal-not-good-enough-says-we-need-to-get-carbon-dioxide-out-of-the-atmosphere,Climate policies areinefective/fawed,1
https://www.dailywire.com/news/john-kerry-paris-agreement-not-enough,no claim,18
https://www.dailywire.com/news/john-kerry-paris-agreement-not-enough,Climate policies areinefective/fawed,2
https://www.dailywire.com/news/john-kerry-says-climate-crisis-may-be-worse-than-covid-fallout-begs-china-to-cut-emissions,no claim,9
https://www.dailywire.com/news/john-kerry-says-climate-crisis-may-be-worse-than-covid-fallout-begs-china-to-cut-emissions,Climate policies areinefective/fawed,1
https://www.dailywire.com/news/kamala-harris-solution-to-ongoing-border-crisis-fighting-climate-change,no claim,15
https://www.dailywire.com/news/key-biden-nominee-on-oil-companies-we-want-them-to-go-bankrupt-if-we-want-to-tackle-climate-change,no claim,14
https://www.dailywire.com/news/key-biden-nominee-on-oil-companies-we-want-them-to-go-bankrupt-if-we-want-to-tackle-climate-change,Climate policies (mitigation or adaptation) are harmful,1
https://www.dailywire.com/news/massachusetts-climate-official-on-people-producing-emissions-we-have-to-break-your-will,no claim,9
https://www.dailywire.com/news/massachusetts-climate-official-on-people-producing-emissions-we-have-to-break-your-will,Clean energy technology/biofuels won’t work,1
https://www.dailywire.com/news/mcaleer-faced-with-true-global-crisis-the-lefts-costly-climate-hysteria-comes-back-to-haunt-us,no claim,6
https://www.dailywire.com/news/mcaleer-faced-with-true-global-crisis-the-lefts-costly-climate-hysteria-comes-back-to-haunt-us,Climate policies (mitigation or adaptation) are harmful,2
https://www.dailywire.com/news/meat-loaf-says-greta-thunberg-has-been-brainwashed-into-believing-climate-change-is-real,no claim,9
https://www.dailywire.com/news/meat-loaf-says-greta-thunberg-has-been-brainwashed-into-believing-climate-change-is-real,Climate policies (mitigation or adaptation) are harmful,1
https://www.dailywire.com/news/meat-loaf-says-greta-thunberg-has-been-brainwashed-into-believing-climate-change-is-real,Climate movement is unreliable/alarmist/corrupt,1
https://www.dailywire.com/news/media-finally-calls-out-hypocrisy-of-climate-conference-over-the-food,no claim,12
https://www.dailywire.com/news/media-finally-calls-out-hypocrisy-of-climate-conference-over-the-food,Climate movement is unreliable/alarmist/corrupt,2
https://www.dailywire.com/news/moral-imperative-biden-announces-new-emissions-target-to-tackle-the-climate-crisis,no claim,14
https://www.dailywire.com/news/moral-imperative-biden-announces-new-emissions-target-to-tackle-the-climate-crisis,Climate policies areinefective/fawed,1
https://www.dailywire.com/news/more-than-100-republicans-to-biden-reverse-devastating-climate-executive-order,no claim,9
https://www.dailywire.com/news/more-than-100-republicans-to-biden-reverse-devastating-climate-executive-order,Climate policies (mitigation or adaptation) are harmful,3
https://www.dailywire.com/news/more-than-200-seattle-police-officers-quit-citing-anti-police-climate,no claim,15
https://www.dailywire.com/news/nancy-pelosi-insists-u-s-must-work-with-china-to-solve-overriding-issue-of-climate-change,no claim,11
https://www.dailywire.com/news/pathetic-dishonest-virtue-signaling-hypocrites-megyn-kelly-rips-climate-alarmists,no claim,14
https://www.dailywire.com/news/pathetic-dishonest-virtue-signaling-hypocrites-megyn-kelly-rips-climate-alarmists,Climate movement is unreliable/alarmist/corrupt,2
https://www.dailywire.com/news/prince-charles-flew-16000-miles-in-just-11-days-on-three-private-jets-and-a-helicopter-before-photo-op-with-climate-alarmist-greta-thunberg-in-switzerland,no claim,13
https://www.dailywire.com/news/prince-charles-flew-16000-miles-in-just-11-days-on-three-private-jets-and-a-helicopter-before-photo-op-with-climate-alarmist-greta-thunberg-in-switzerland,Climate movement is unreliable/alarmist/corrupt,1
https://www.dailywire.com/news/prince-harry-covid-19-is-punishment-for-ignoring-mother-nature-climate-change,no claim,12
https://www.dailywire.com/news/progressive-groups-tell-biden-to-focus-on-climate-change-with-china-stop-being-so-confrontational-on-human-rights-abuses,no claim,18
https://www.dailywire.com/news/progressive-groups-tell-biden-to-focus-on-climate-change-with-china-stop-being-so-confrontational-on-human-rights-abuses,Climate movement is unreliable/alarmist/corrupt,1
https://www.dailywire.com/news/queen-elizabeth-ii-will-attend-cop26-virtually-after-hospital-stay-for-preliminary-investigations,no claim,17
https://www.dailywire.com/news/report-biden-exploring-a-3-trillion-tax-hike-to-fund-infrastructure-climate-change-plan,no claim,11
https://www.dailywire.com/news/report-dumpsters-overflow-and-trash-piles-up-near-global-cop26-climate-summit,no claim,15
https://www.dailywire.com/news/republican-led-states-sue-biden-admin-over-expansive-climate-order-targeting-trump-legacy,no claim,7
https://www.dailywire.com/news/republican-led-states-sue-biden-admin-over-expansive-climate-order-targeting-trump-legacy,Climate policies (mitigation or adaptation) are harmful,4
https://www.dailywire.com/news/rush-limbaugh-says-coronavirus-is-becoming-like-climate-change-every-day-we-get-some-new-scare-tactic,no claim,7
https://www.dailywire.com/news/rush-limbaugh-says-coronavirus-is-becoming-like-climate-change-every-day-we-get-some-new-scare-tactic,Climate movement is unreliable/alarmist/corrupt,3
https://www.dailywire.com/news/secstate-blinken-on-bidens-climate-agenda-americans-that-relied-on-old-industries-will-be-hit-hard,no claim,71
https://www.dailywire.com/news/secstate-blinken-on-bidens-climate-agenda-americans-that-relied-on-old-industries-will-be-hit-hard,Climate policies (mitigation or adaptation) are harmful,2
https://www.dailywire.com/news/secstate-blinken-on-bidens-climate-agenda-americans-that-relied-on-old-industries-will-be-hit-hard,Weather is cold/snowing,1
https://www.dailywire.com/news/secstate-blinken-on-bidens-climate-agenda-americans-that-relied-on-old-industries-will-be-hit-hard,Climate hasn’t warmed/changed over the last (few) decade(s),1
https://www.dailywire.com/news/secstate-blinken-on-bidens-climate-agenda-americans-that-relied-on-old-industries-will-be-hit-hard,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,1
https://www.dailywire.com/news/secstate-blinken-on-bidens-climate-agenda-americans-that-relied-on-old-industries-will-be-hit-hard,Climate policies areinefective/fawed,1
https://www.dailywire.com/news/secstate-blinken-on-bidens-climate-agenda-americans-that-relied-on-old-industries-will-be-hit-hard,Clean energy technology/biofuels won’t work,1
https://www.dailywire.com/news/shellenberger-on-behalf-of-environmentalists-i-apologize-for-the-climate-scare,no claim,50
https://www.dailywire.com/news/shellenberger-on-behalf-of-environmentalists-i-apologize-for-the-climate-scare,Climate movement is unreliable/alarmist/corrupt,16
https://www.dailywire.com/news/shellenberger-on-behalf-of-environmentalists-i-apologize-for-the-climate-scare,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,1
https://www.dailywire.com/news/shellenberger-on-behalf-of-environmentalists-i-apologize-for-the-climate-scare,People need energy (e.g. from fossil fuels/nuclear),1
https://www.dailywire.com/news/study-children-suffering-from-nightmares-eating-issues-over-climate-change-fears,no claim,18
https://www.dailywire.com/news/study-children-suffering-from-nightmares-eating-issues-over-climate-change-fears,Climate movement is unreliable/alarmist/corrupt,1
https://www.dailywire.com/news/ted-cruz-blasts-moron-seth-rogen-during-twitter-tussle-over-paris-climate-agreement,no claim,26
https://www.dailywire.com/news/ted-cruz-blasts-moron-seth-rogen-during-twitter-tussle-over-paris-climate-agreement,Climate policies (mitigation or adaptation) are harmful,1
https://www.dailywire.com/news/top-senate-republican-demands-details-of-white-house-travel-to-climate-summit,no claim,16
https://www.dailywire.com/news/trump-hammers-far-left-climate-activists-in-speech-highlights-their-failed-predictions,no claim,26
https://www.dailywire.com/news/trump-hammers-far-left-climate-activists-in-speech-highlights-their-failed-predictions,Climate movement is unreliable/alarmist/corrupt,2
https://www.dailywire.com/news/trump-hammers-far-left-climate-activists-in-speech-highlights-their-failed-predictions,Climate policies (mitigation or adaptation) are harmful,1
